,상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
18314,1,광주,개,푸들,황,수컷,아니오,20-0504 코들,2020-04-13
18315,1,인천,개,푸들,황,수컷,예,"순함,귀여움,착함,미용되어있음",2020-04-13
18317,0,대구,개,믹스견,흰,수컷,아니오,우측 전지 골절,2020-04-13
18318,1,대구,개,믹스견,황,암컷,미상,순하고 잘 따름,2020-04-13
18320,0,부산,개,믹스견,황,수컷,아니오,"마름, 안질환, 보행이상",2020-04-13
18325,0,부산,개,믹스견,흰,수컷,아니오,"기력저하, 기립불능, 사고의심, 다리부상",2020-04-13
18326,0,부산,개,진도견,흰,수컷,미상,흰색,2020-04-13
18328,1,서울,개,스피츠,흰,수컷,예,"슬개골 탈구 (오른쪽 3기) 추정, 청진 상 특이사항 없음",2020-04-13
18329,1,서울,개,말티즈,흰,암컷,아니오,"혀가나와있음,순함,칩있음",2020-04-13
18330,1,서울,개,말티즈,흰,암컷,미상,머리핀 옷착용,2020-04-13
18332,1,서울,개,푸들,황,암컷,미상,"설사, 핑크색 코, 아이라인 없음, 온순하고 조용함",2020-04-13
18333,1,서울,개,진도견,흰,암컷,아니오,후지파행. 교통사고추정,2020-04-13
18334,0,인천,개,믹스견,흰,암컷,아니오,"들개,포악",2020-04-12
18335,1,경남,개,푸들,흰,수컷,미상,"발 주위가 갈색, 순함",2020-04-12
18337,1,충북,개,스피츠,흰,암컷,아니오,경계심이 많음,2020-04-12
18340,1,전북,개,포메라니안,황,암컷,아니오,사람에게 거부감 없음,2020-04-12
18341,1,경남,개,믹스견,황,암컷,아니오,갈색,2020-04-12
18342,0,전남,개,믹스견,검,암컷,아니오,"믹스견, 검은색, 암, 1세, 6kg 추정",2020-04-12
18344,1,경남,개,라브라도 리트리버,검,암컷,아니오,J-4-1-21 검정색.목줄착용,2020-04-12
18345,1,경남,개,말티즈,흰,수컷,아니오,눈상태안좋음,2020-04-12
18350,0,경북,개,믹스견,흰,수컷,미상,꼬리가 짧음-단미,2020-04-12
18351,1,전북,개,진도견,흰,암컷,아니오,생후50일정도 순하고잘생겼음,2020-04-12
18354,0,충남,개,믹스견,흰,수컷,아니오,말티즈 혼혈,2020-04-12
18355,1,충남,개,믹스견,황,수컷,아니오,사람을 경계함,2020-04-12
18356,1,충남,개,믹스견,흰,암컷,아니오,"빨간색 목줄,순함",2020-04-12
18357,1,충북,개,보스턴 테리어,검,수컷,미상,순함,2020-04-12
18359,1,강원,개,푸들,황,수컷,아니오,분홍색목줄 착용,2020-04-12
18360,1,경기,개,치와와,황,수컷,아니오,붉은옷 착용,2020-04-12
18362,1,경기,개,푸들,검,수컷,아니오,적색가슴줄과 끈 착용,2020-04-12
18363,0,경기,개,믹스견,흰,암컷,아니오,검정색 목줄 착용,2020-04-12
18365,0,경기,개,믹스견,흰,암컷,미상,양귀처짐. 코검정. 얌전함. 사람따름.,2020-04-12
18369,0,울산,개,믹스견,흰,수컷,아니오,순함,2020-04-12
18371,0,인천,개,말티즈,흰,수컷,아니오,"백내장/노랑,하늘색목끈/꼬리끝,귀끝 피부병/갈변심함",2020-04-12
18373,1,인천,개,믹스견,황,암컷,미상,칩내장(밍키),2020-04-12
18374,0,인천,개,닥스훈트,황,수컷,아니오,칩내장(라운),2020-04-12
18375,0,대구,개,믹스견,흰,암컷,미상,파란목줄,2020-04-12
18376,0,대구,개,푸들,황,수컷,아니오,털이 지저분 함,2020-04-12
18377,1,대구,개,진도견,흰,수컷,아니오,내장칩 등록견,2020-04-12
18378,1,부산,개,사모예드,흰,암컷,아니오,흰색,2020-04-12
18379,1,부산,개,슈나우져,흰,수컷,미상,흰색&미용됨,2020-04-12
18380,0,부산,개,코카 스파니엘,흰,암컷,미상,흰색&미용&#46092;,2020-04-12
18381,0,부산,개,믹스견,검,암컷,미상,예민함,2020-04-12
18384,1,서울,개,말티즈,흰,암컷,미상,고령.눈곱.눈물자국.백내장.코분홍+검정.윗니다빠짐/아랫니반정도빠짐.치석심함.얌전함.사람따름.,2020-04-12
18385,1,서울,개,믹스견,황,수컷,아니오,양귀쫑긋. 코검정. 짖음. 활발함. 사람따름. 꼬리단미안됨. 털상태양호.,2020-04-12
18387,1,경북,개,믹스견,황,암컷,아니오,"갈색 믹스견, 1세령 추정",2020-04-12
18388,0,경북,개,믹스견,황,수컷,미상,"6개월령, 온순",2020-04-12
18389,1,충북,개,말티즈,흰,수컷,예,사과머리를 하고,2020-04-12
18393,1,경기,개,믹스견,흰,수컷,아니오,올무에 걸린 개를 구조함.온순함,2020-04-12
18399,1,경기,개,믹스견,황,암컷,아니오,피부병.,2020-04-12
18404,1,강원,개,시바,황,수컷,아니오,목줄착용,2020-04-11
18406,0,전남,개,믹스견,흰,암컷,아니오,"사람에 대한 경계심이 조금있으나, 대체적으로 건강하고 순함",2020-04-11
18407,0,전남,개,믹스견,흰,암컷,아니오,최근까지 잘 관리가 된 것으로 추정 박물관 마당에 자기집처럼 두마리가 어울려다님,2020-04-11
18414,1,강원,개,시바,황,수컷,아니오,목줄착용,2020-04-11
18416,0,전남,개,믹스견,흰,암컷,아니오,"사람에 대한 경계심이 조금있으나, 대체적으로 건강하고 순함",2020-04-11
18417,0,전남,개,믹스견,흰,암컷,아니오,최근까지 잘 관리가 된 것으로 추정 박물관 마당에 자기집처럼 두마리가 어울려다님,2020-04-11
18421,0,세종,개,믹스견,황,수컷,아니오,검정색 천목줄. 대형견 믹스,2020-04-11
18422,1,세종,개,믹스견,황,암컷,아니오,검정색 천줄. 대형견 믹스,2020-04-11
18423,0,세종,개,믹스견,황,암컷,아니오,"귀는 진한 갈색, 장모 털",2020-04-11
18424,0,경북,개,믹스견,황,암컷,아니오,"심하게 야윔, 피부병변",2020-04-11
18425,0,경북,개,믹스견,검,암컷,아니오,"핑크색목중착용, 겁이 많음",2020-04-11
18427,0,충남,개,믹스견,흰,암컷,아니오,"암(1두),수(2두)동배/5.3 1마리 자연사/5.31 2마리 자연사",2020-04-11
18428,0,강원,개,믹스견,황,수컷,미상,털이 짧으며 겁이 많은 성격,2020-04-11
18429,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1898)생후4개월,2020-04-11
18433,0,경남,개,믹스견,황,암컷,미상,7개월 가량,2020-04-11
18434,0,경남,개,믹스견,흰,암컷,미상,6세 가량,2020-04-11
18440,0,경남,개,믹스견,흰,암컷,아니오,친숙함,2020-04-11
18441,0,경남,개,믹스견,흰,암컷,아니오,친숙함,2020-04-11
18443,0,경남,개,믹스견,흰,암컷,아니오,친숙함,2020-04-11
18446,0,경남,개,믹스견,흰,수컷,아니오,친숙함,2020-04-11
18447,0,경남,개,믹스견,흰,수컷,아니오,친숙함,2020-04-11
18451,1,전남,개,말티즈,흰,수컷,미상,"순하고 잘따름,관리잘됨",2020-04-11
18453,0,전북,개,믹스견,황,수컷,미상,"수로에 갇혀 구조, 2개월령 수컷",2020-04-11
18455,0,전북,개,진도견,흰,암컷,아니오,생후10일정도 잘생김,2020-04-11
18456,1,전북,개,진도견,흰,암컷,아니오,생후10일정도잘생김,2020-04-11
18457,1,전북,개,진도견,흰,암컷,아니오,생후10일정도 잘생김,2020-04-11
18458,1,전북,개,믹스견,흰,수컷,아니오,생후10일정도 아주잘생김,2020-04-11
18459,1,전북,개,진도견,흰,수컷,아니오,생후10일정도 아주잘생김,2020-04-11
18460,0,전북,개,진도견,흰,수컷,아니오,생후10일정도 아주이쁘게생겼음,2020-04-11
18462,0,충남,개,믹스견,황,수컷,아니오,사람을 잘 따름,2020-04-11
18464,0,충북,개,믹스견,검,수컷,미상,주택가를 돌아다니는 것을 구조,2020-04-11
18466,0,강원,개,진도견,흰,암컷,미상,올무 걸림,2020-04-11
18467,0,강원,개,진도견,흰,수컷,미상,초록색 목줄,2020-04-11
18468,0,경기,개,믹스견,흰,수컷,아니오,파란바탕에 노란줄 목걸이 착용. 양귀처짐. 코검정. 활발함. 사람좋아함. 꼬리단미안됨. 털상태양호.,2020-04-11
18470,0,경기,개,믹스견,황,암컷,미상,양귀접힘. 코검정. 사람따름. 꼬리단미안됨. 털상태양호.,2020-04-11
18471,1,경기,개,스피츠,흰,수컷,미상,눈곱. 눈물자국. 코검정+분홍. 겁있음. 움찔거림. 소심함. 사람따름. 잠복고환.,2020-04-11
18479,1,대전,개,푸들,황,수컷,미상,.,2020-04-11
18487,0,대전,개,믹스견,황,수컷,미상,.,2020-04-11
18489,0,인천,개,믹스견,검,암컷,아니오,"들개포획,사나움",2020-04-11
18491,0,인천,개,믹스견,황,수컷,아니오,"들개포획,사나움",2020-04-11
18493,0,인천,개,믹스견,황,암컷,아니오,"들개포획,사나움",2020-04-11
18495,0,인천,개,믹스견,황,암컷,아니오,"들개포획,사나움",2020-04-11
18497,0,대구,개,프렌치 불독,검,수컷,아니오,마르고 겁많고 예민함,2020-04-11
18498,1,부산,개,믹스견,검,암컷,미상,검정(들개),2020-04-11
18502,1,충북,개,믹스견,흰,암컷,미상,올무에 결려 가슴에 상처가 깊음. 사나움.,2020-04-11
18512,1,충북,개,믹스견,흰,암컷,미상,올무에 결려 가슴에 상처가 깊음. 사나움.,2020-04-11
18553,0,경북,개,믹스견,흰,수컷,아니오,"흰색 진도믹스견, 2세령추정, 다리골절",2020-04-11
18556,0,경북,개,믹스견,검,암컷,아니오,어미1마리 새끼2마리입소,2020-04-11
18566,1,전북,개,믹스견,검,암컷,미상,목줄없이 두달넘게 고창읍 배회,2020-04-11
18574,1,충남,개,믹스견,흰,암컷,아니오,571호(관리) 330호(공고) 1개월령 온순함,2020-04-11
18575,1,충남,개,믹스견,흰,암컷,아니오,570호(관리) 329호(공고) 1개월령 온순함,2020-04-11
18576,0,충북,개,진도견,흰,암컷,미상,아주 순하고 사람을 좋아함. 코가 핑크핑크,2020-04-11
18578,1,충북,개,말티즈,흰,수컷,예,순함 미용되어있음,2020-04-11
18580,0,경기,개,믹스견,황,암컷,아니오,사나움,2020-04-11
18581,1,경기,개,진도견,흰,수컷,아니오,순하고 귀여움,2020-04-11
18584,1,경기,개,믹스견,흰,수컷,아니오,3개월추정,2020-04-11
18585,0,경기,개,믹스견,흰,암컷,아니오,2개월추정,2020-04-11
18592,1,경기,개,말티즈,흰,암컷,미상,자가미용. 작은 유선종양. 착하고 순함.,2020-04-11
18597,1,울산,개,말티즈,흰,암컷,미상,착함,2020-04-11
18598,0,광주,개,푸들,황,수컷,미상,20-0498 뽀글,2020-04-11
18601,0,전남,개,믹스견,황,암컷,아니오,"경계가 심함, 자견 5마리와 함께 포획",2020-04-10
18602,1,경남,개,믹스견,흰,암컷,미상,폼피츠,2020-04-10
18606,1,서울,개,믹스견,황,수컷,아니오,낡은 주황바탕 빨간줄 목걸이. 양귀접힘. 코검정/갈색. 활발. 사람좋아함. 꼬리단미안됨. 털상태양호.,2020-04-10
18607,0,서울,개,믹스견,흰,수컷,아니오,쇠사슬리드줄+초록바탕노란줄목걸이+일부테이프 감김.사나움/짖음/입질/칩유무확인불가.,2020-04-10
18608,0,경남,개,믹스견,황,수컷,아니오,여러마리 무리에서 구조됨,2020-04-10
18609,0,경남,개,믹스견,황,암컷,아니오,여러마리 무리에서 구조됨,2020-04-10
18610,0,제주,개,믹스견,황,암컷,미상,(개체관리번호1907),2020-04-10
18611,0,전남,개,믹스견,황,암컷,아니오,"경계가 심함, 자견 5마리와 함께 포획",2020-04-10
18612,1,경남,개,믹스견,흰,암컷,미상,폼피츠,2020-04-10
18616,1,서울,개,믹스견,황,수컷,아니오,낡은 주황바탕 빨간줄 목걸이. 양귀접힘. 코검정/갈색. 활발. 사람좋아함. 꼬리단미안됨. 털상태양호.,2020-04-10
18617,0,서울,개,믹스견,흰,수컷,아니오,쇠사슬리드줄+초록바탕노란줄목걸이+일부테이프 감김.사나움/짖음/입질/칩유무확인불가.,2020-04-10
18618,0,경남,개,믹스견,황,수컷,아니오,여러마리 무리에서 구조됨,2020-04-10
18619,0,경남,개,믹스견,황,암컷,아니오,여러마리 무리에서 구조됨,2020-04-10
18620,0,제주,개,믹스견,황,암컷,미상,(개체관리번호1907),2020-04-10
18621,1,제주,개,믹스견,황,암컷,아니오,(개체관리번호1906)생후4개월,2020-04-10
18622,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호1905)심장사상충,2020-04-10
18623,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호1903),2020-04-10
18624,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호1902)생후1개월,2020-04-10
18625,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호1901)생후4개월, 경계심",2020-04-10
18626,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호1900)생후3개월,2020-04-10
18627,0,제주,개,믹스견,검,수컷,아니오,(개체관리번호1899)생후4개월,2020-04-10
18631,0,경남,개,믹스견,흰,암컷,미상,"488, 탈진",2020-04-10
18640,1,전남,개,골든 리트리버,흰,수컷,아니오,"기본검진,사상충-양성",2020-04-10
18641,0,전남,개,믹스견,흰,암컷,미상,"순하고 누구나따름,노령견",2020-04-10
18644,1,전북,개,푸들,검,수컷,아니오,토이푸들이며 아주작고순함,2020-04-10
18648,0,충남,개,믹스견,흰,암컷,미상,믹스견,2020-04-10
18649,1,충북,개,토이 푸들,황,암컷,아니오,"번식견추정,피부불량",2020-04-10
18655,1,경기,개,말티즈,흰,수컷,예,파란바탕+빨간줄목걸이/파란바탕+빨간무늬리드줄/분홍레이스분홍점무늬옷+곰그림치마.사람따름.피부질환.,2020-04-10
18656,0,경기,개,믹스견,황,암컷,아니오,없음,2020-04-10
18657,0,경기,개,믹스견,황,수컷,아니오,초록색 목걸이,2020-04-10
18658,0,울산,개,믹스견,검,수컷,아니오,경계심,2020-04-10
18660,0,울산,개,믹스견,황,암컷,아니오,경계심,2020-04-10
18664,1,인천,개,비숑 프리제,흰,수컷,예,"털복실함,귀여움,착함,예쁨",2020-04-10
18665,0,인천,개,믹스견,황,암컷,아니오,사나움,2020-04-10
18669,1,인천,개,포메라니안,흰,수컷,아니오,"목줄없음,순하고 사람잘따름,눈밑 착색 약간있음.",2020-04-10
18670,0,인천,개,진도견,흰,수컷,아니오,털오염/온순함/겁이많음,2020-04-10
18671,1,인천,개,푸들,황,암컷,미상,후지마비/털뭉침심함/털오염/마름,2020-04-10
18672,1,인천,개,말티즈,흰,수컷,아니오,후지보행장애,2020-04-10
18673,1,인천,개,비숑 프리제,흰,암컷,미상,눈충혈/후지기립상이/오른쪽방향으로만 움직임/불안정상태,2020-04-10
18674,1,부산,개,믹스견,흰,암컷,미상,"금정 1-75, 예민함",2020-04-10
18675,1,부산,개,믹스견,흰,암컷,미상,기력저하,2020-04-10
18676,0,부산,개,믹스견,흰,암컷,미상,겁이많음,2020-04-10
18679,0,서울,개,말티즈,흰,수컷,예,코갈색. 혀 내밀고 있음. 구취. 사람따름. 얌전. 피부질환.,2020-04-10
18684,1,강원,개,믹스견,흰,수컷,아니오,살짝피부,2020-04-10
18685,1,강원,개,믹스견,흰,수컷,아니오,무,2020-04-10
18686,0,강원,개,믹스견,흰,암컷,아니오,겁이많음,2020-04-10
18687,0,강원,개,믹스견,흰,암컷,아니오,순함,2020-04-10
18688,1,강원,개,닥스훈트,황,암컷,아니오,코에상처,2020-04-10
18691,1,경기,개,푸들,황,암컷,아니오,분홍색 옷 착용,2020-04-10
18692,1,인천,개,믹스견,검,수컷,아니오,"2개월령, 5마리 같이 구조됨, 가슴에 흰색 무늬",2020-04-10
18693,1,인천,개,믹스견,검,암컷,아니오,"2개월령, 5마리 같이 구조됨",2020-04-10
18695,1,인천,개,믹스견,흰,암컷,아니오,매우 순함. 5마리 같이 구조됨,2020-04-10
18704,0,경기,개,믹스견,흰,암컷,미상,양귀처짐. 코검정. 왼눈꺼풀이 안쪽으로 들어감/눈물남. 사람좋아함. 낑낑댐. 꼬리단미안됨. 털상태 양호.,2020-04-10
18705,1,경기,개,믹스견,황,수컷,아니오,2개월령,2020-04-10
18708,0,경기,개,믹스견,황,수컷,아니오,"포획틀구조, 사나움, 7개월령",2020-04-10
18714,0,경기,개,믹스견,흰,암컷,미상,양귀처짐. 코검정. 왼눈꺼풀이 안쪽으로 들어감/눈물남. 사람좋아함. 낑낑댐. 꼬리단미안됨. 털상태 양호.,2020-04-10
18715,1,경기,개,믹스견,황,수컷,아니오,2개월령,2020-04-10
18718,0,경기,개,믹스견,황,수컷,아니오,"포획틀구조, 사나움, 7개월령",2020-04-10
18722,0,경기,개,진도견,황,수컷,미상,"매우사나움, 목줄조임, 우전지 케이블타이 조임",2020-04-10
18724,0,경기,개,믹스견,흰,수컷,아니오,양귀반접힘. 오른뒷다리경/비골 골절 및 출혈. 온순함/얌전함.,2020-04-10
18725,1,경기,개,비숑 프리제,흰,암컷,미상,신고인 털심각하게더러워 미용/진드기 박멸함. 코검정. 코주변 얼룩. 겁있음. 사람따름.,2020-04-10
18733,1,경남,개,믹스견,흰,암컷,아니오,J-4-1-19 흰색. 하늘색 토끼후드+하네스 착용. 겁이 많음,2020-04-10
18736,0,경남,개,믹스견,흰,암컷,아니오,코 위쪽 검정색많음,2020-04-10
18737,0,경남,개,믹스견,흰,암컷,아니오,순함,2020-04-10
18738,0,경남,개,믹스견,흰,수컷,미상,"480, 들개포획&사나움",2020-04-10
18744,1,경북,개,포메라니안,흰,암컷,아니오,목테목줄없이 차길돌아다님,2020-04-10
18745,0,경북,개,믹스견,흰,수컷,미상,사나움,2020-04-10
18748,0,경북,개,믹스견,흰,암컷,아니오,생후 4개월 추정,2020-04-10
18749,1,경북,개,진도견,흰,수컷,아니오,순함. 베이지색 목걸이 착용,2020-04-10
18750,1,경북,개,믹스견,흰,암컷,아니오,예민함.,2020-04-10
18755,1,전남,개,믹스견,황,암컷,아니오,새끼,2020-04-10
18756,1,전남,개,믹스견,황,암컷,아니오,황색,2020-04-10
