,상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
3009,0,전북,개,믹스견,흰,수컷,미상,"흰색 3세 수컷, 조금 사나움",2020-05-01
3019,0,전북,개,믹스견,흰,수컷,미상,"흰색 3세 수컷, 조금 사나움",2020-05-01
3020,1,전남,개,믹스견,검,수컷,아니오,밤색가죽 목띠 착용,2020-05-01
3023,1,부산,개,푸들,황,수컷,아니오,"줄무늬옷착용, 미용됨, 갈색",2020-05-01
3025,1,부산,개,포메라니안,황,암컷,미상,갈색,2020-05-01
3031,0,충남,개,푸들,황,수컷,예,갈색,2020-05-01
3036,0,부산,개,포메라니안,황,암컷,미상,영도구 - 73,2020-05-01
3038,1,서울,개,푸들,흰,수컷,예,치석 심하고 슬개골 탈구 3단계,2020-05-01
3039,0,전북,개,믹스견,흰,수컷,아니오,몸상태 안좋음,2020-05-01
3040,0,강원,개,믹스견,황,수컷,아니오,없음,2020-05-01
3041,0,강원,개,믹스견,황,수컷,아니오,없음,2020-05-01
3048,0,제주,개,믹스견,황,수컷,미상,(개체관리번호2300)경계심,2020-05-01
3049,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2299)생후7개월,2020-05-01
3050,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2296)생후9개월,2020-05-01
3051,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2295)생후8개월,2020-05-01
3053,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2293)심장사상충,2020-05-01
3054,0,제주,개,믹스견,황,암컷,미상,(개체관리번호2292)빨간목줄 착용,2020-05-01
3055,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2291)생후1개월,2020-05-01
3056,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2290)생후1개월,2020-05-01
3057,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2289)생후4개월,2020-05-01
3058,0,제주,개,믹스견,흰,수컷,미상,"(개체관리번호2288)경계심, 많이 야윔",2020-05-01
3059,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2287)생후1개월,2020-05-01
3060,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2286)생후1개월,2020-05-01
3061,1,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2285)생후1개월,2020-05-01
3062,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2284)생후7개월,2020-05-01
3063,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2283)생후8개월,2020-05-01
3065,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2281)생후2주,2020-05-01
3066,0,제주,개,믹스견,검,수컷,아니오,(개체관리번호2280)생후2주,2020-05-01
3067,0,제주,개,믹스견,검,수컷,아니오,(개체관리번호2279)생후2주,2020-05-01
3068,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2278)생후2주,2020-05-01
3069,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2277)생후2주,2020-05-01
3070,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2276)생후2주,2020-05-01
3071,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2275)생후2주,2020-05-01
3072,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2274)생후2주,2020-05-01
3073,0,제주,개,믹스견,검,암컷,미상,(개체관리번호2273)경계심,2020-05-01
3075,0,경남,개,믹스견,검,수컷,아니오,사람을 피함,2020-05-01
3077,0,경남,개,요크셔 테리어,황,수컷,아니오,순함,2020-05-01
3080,0,경남,개,믹스견,검,암컷,미상,593,2020-05-01
3081,1,경남,개,말티즈,흰,암컷,미상,592,2020-05-01
3085,1,전남,개,말티즈,흰,수컷,미상,"여성따름,심한경계,미용 및 관리됨",2020-05-01
3086,0,전북,개,진도견,흰,암컷,아니오,어리고 순하며잘생김,2020-05-01
3087,1,전북,개,페키니즈,흰,수컷,아니오,미용이 안되여있으며 사람을아주좋아함,2020-05-01
3092,1,충북,개,말티즈,흰,암컷,미상,특이사항 없음.,2020-05-01
3093,1,충북,개,믹스견,황,암컷,미상,특이사항 없음.,2020-05-01
3095,1,강원,개,라브라도 리트리버,흰,암컷,아니오,검은색목중착용,2020-05-01
3097,0,경기,개,믹스견,흰,수컷,아니오,양귀접힘.코검정색.털때탐.얌전함.진드기붙어옴.,2020-05-01
3098,1,경기,개,말티즈,흰,수컷,아니오,코검정색.털때탐.,2020-05-01
3102,1,인천,개,푸들,흰,암컷,미상,빨강줄무늬나시옷/유선종양,2020-05-01
3103,0,대구,개,믹스견,검,수컷,아니오,"교통사고, 후지부상. 순함.",2020-05-01
3112,1,인천,개,푸들,흰,암컷,미상,빨강줄무늬나시옷/유선종양,2020-05-01
3113,0,대구,개,믹스견,검,수컷,아니오,"교통사고, 후지부상. 순함.",2020-05-01
3125,0,서울,개,믹스견,흰,수컷,아니오,파란바탕에 빨간줄무늬목걸이착용.양귀접힘.코검정+분홍.사람따름.꼬리단미안됨.,2020-05-01
3140,1,경기,개,스피츠,흰,수컷,아니오,검은바탕징박힌목걸이+갈색천리드줄착용.코검정.사람따름.꼬리단미안됨.,2020-05-01
3141,1,경기,개,말티즈,흰,수컷,예,눈물자국.코갈색+검정색.사람따름.양슬개골심함.,2020-05-01
3142,0,울산,개,믹스견,검,수컷,아니오,순함,2020-05-01
3146,0,울산,개,믹스견,흰,암컷,아니오,강아지4마리입소,2020-05-01
3147,0,울산,개,말티즈,흰,수컷,아니오,순함,2020-05-01
3149,0,울산,개,믹스견,흰,수컷,아니오,경계심으로인한상세정보추후기재,2020-05-01
3164,1,서울,개,푸들,황,수컷,아니오,눈물자국약간.코검정색.얌전함.양귀외이염.털상태양호.,2020-05-01
3168,1,서울,개,믹스견,황,암컷,미상,양귀쫑긋.코갈색.소심함.얌전함.,2020-05-01
3170,0,경남,개,믹스견,검,암컷,아니오,체리아이가 있고 온순함,2020-05-01
3172,1,경남,개,믹스견,검,암컷,미상,경계심이 강함.,2020-05-01
3178,1,경북,개,골든 리트리버,황,암컷,아니오,교육이되어있고 사람잘따름,2020-05-01
3180,1,경북,개,믹스견,흰,수컷,아니오,온순함,2020-05-01
3185,1,경북,개,라브라도 리트리버,검,암컷,미상,중개이고 순함,2020-05-01
3186,1,경북,개,믹스견,황,암컷,아니오,특이사항 없음,2020-05-01
3200,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3201,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3202,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3203,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3204,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3205,1,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3206,1,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3207,1,전남,개,믹스견,검,암컷,아니오,후지 못씀.,2020-05-01
3208,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3209,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3210,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3211,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3212,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3213,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3214,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3215,1,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3216,1,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3217,1,전남,개,믹스견,검,암컷,아니오,후지 못씀.,2020-05-01
3218,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3219,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3220,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3221,1,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3222,1,전남,개,믹스견,검,암컷,미상,.,2020-05-01
3223,0,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3224,0,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3225,0,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3226,0,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3227,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3228,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3229,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3230,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3231,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3232,1,전남,개,믹스견,검,암컷,아니오,.,2020-05-01
3233,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3234,1,전남,개,믹스견,황,수컷,아니오,.,2020-05-01
3235,1,전남,개,아메리칸 코카 스파니엘,검,암컷,아니오,.,2020-05-01
3236,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3237,1,전남,개,믹스견,흰,암컷,아니오,.,2020-05-01
3238,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3239,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3240,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3241,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3242,1,전남,개,믹스견,흰,수컷,아니오,.,2020-05-01
3243,1,전남,개,믹스견,황,수컷,아니오,.,2020-05-01
3244,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3245,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3246,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3247,1,전남,개,믹스견,황,수컷,아니오,.,2020-05-01
3248,1,전남,개,믹스견,검,수컷,아니오,.,2020-05-01
3249,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3250,1,전남,개,믹스견,황,암컷,아니오,.,2020-05-01
3251,1,전남,개,믹스견,황,수컷,아니오,.,2020-05-01
3252,1,전남,개,믹스견,황,수컷,아니오,.,2020-05-01
3253,1,전남,개,믹스견,황,수컷,아니오,.,2020-05-01
3254,1,전남,개,미니어쳐 핀셔,검,암컷,아니오,.,2020-05-01
3255,0,전남,개,믹스견,흰,수컷,아니오,기가 죽어있음,2020-05-01
3256,1,전북,개,믹스견,황,암컷,아니오,월명공원 일대에서 지내능 아이,2020-05-01
3258,1,전북,개,믹스견,검,암컷,아니오,시골저수지에 버려짐,2020-05-01
3263,1,전북,개,믹스견,검,암컷,아니오,동물복지계요청 방치견구조,2020-05-01
3264,1,전북,개,말티즈,흰,암컷,아니오,"유선종양, 구취심함",2020-05-01
3265,1,전북,개,진도견,흰,암컷,아니오,빨강색 목줄 착용,2020-05-01
3272,1,전북,개,믹스견,흰,암컷,아니오,오른발에 피부병,2020-05-01
3274,0,충남,개,믹스견,황,암컷,미상,경계심함,2020-05-01
3275,0,충남,개,믹스견,흰,암컷,미상,"2개월,순함",2020-05-01
3277,1,충남,개,믹스견,흰,암컷,미상,"순함,입양대기중",2020-05-01
3279,0,충남,개,믹스견,황,수컷,미상,믹스견,2020-05-01
3282,1,충남,개,말티즈,흰,수컷,아니오,비교적 순한편임,2020-05-01
3283,0,충남,개,믹스견,흰,암컷,미상,악취가 많이남,2020-05-01
3285,1,충남,개,푸들,황,암컷,아니오,712호(관리) 379호(공고) 겁이 많고 경계심 강함 공격적임,2020-05-01
3286,1,충남,개,라브라도 리트리버,황,수컷,아니오,711호(관리) 378호(공고) 착함,2020-05-01
3288,0,충남,개,믹스견,흰,수컷,아니오,"휴먼시아아파트단지내에서 배회, 흰색",2020-05-01
3289,1,충북,개,믹스견,황,암컷,아니오,닥스훈트 믹스견으로 보이는 아이에요. 순하고 얌전한 성격,2020-05-01
3306,0,강원,개,믹스견,흰,암컷,미상,주황색 목걸이를 하고 있음,2020-05-01
3316,0,강원,개,믹스견,흰,암컷,미상,주황색 목걸이를 하고 있음,2020-05-01
3320,0,경기,개,믹스견,검,암컷,아니오,매우온순함,2020-05-01
3323,0,경기,개,믹스견,검,암컷,아니오,매우온순함,2020-05-01
3329,1,경기,개,믹스견,흰,수컷,아니오,"사람을 좋아하며, 온순함",2020-05-01
3330,0,경기,개,믹스견,흰,수컷,아니오,매우 온순함,2020-05-01
3331,0,경기,개,믹스견,흰,수컷,아니오,온순함,2020-05-01
3333,1,경기,개,비숑 프리제,흰,수컷,예,"사람을 좋아하며, 온순함",2020-05-01
3341,1,경기,개,믹스견,황,수컷,아니오,순함,2020-05-01
3345,1,경기,개,믹스견,흰,암컷,아니오,매우 온순함,2020-05-01
3346,1,경기,개,믹스견,흰,수컷,아니오,"왼쪽귀에 검은 털, 매우 온순함",2020-05-01
3347,1,경기,개,믹스견,흰,수컷,아니오,사람을 좋아하며 매우온순함,2020-05-01
3348,1,경기,개,믹스견,흰,수컷,아니오,"사람을 좋아하며, 매우온순함",2020-05-01
3349,1,경기,개,믹스견,흰,수컷,아니오,사람을 좋아하며 매우온순함,2020-05-01
3350,0,경기,개,믹스견,흰,암컷,아니오,사람을 좋아하며 온순함,2020-05-01
3351,0,경기,개,믹스견,흰,수컷,아니오,"사람을 좋아하며, 매우온순함",2020-05-01
3352,1,경기,개,믹스견,흰,암컷,아니오,"사람을 좋아하며, 매우온순함",2020-05-01
3353,0,경기,개,믹스견,흰,수컷,아니오,"목끈을 하고 있으며, 겁이다소 있고 온순함",2020-05-01
3356,0,경기,개,믹스견,흰,수컷,아니오,"사람을 좋아하며, 매우온순",2020-05-01
3357,0,경기,개,믹스견,흰,암컷,아니오,"사람을 좋아하며, 매우온순함",2020-05-01
3358,0,경기,개,믹스견,검,암컷,아니오,"다리 끝에 회갈색 털, 매우온순함",2020-05-01
3359,0,경기,개,믹스견,검,암컷,아니오,"왼쪽 앞다리 회색털, 매우 온순함",2020-05-01
3360,0,경기,개,믹스견,흰,암컷,아니오,"사람을 좋아하며, 온순함",2020-05-01
3361,0,경기,개,믹스견,흰,수컷,아니오,"사람을 좋아하며, 매우온순함",2020-05-01
3363,0,경기,개,믹스견,흰,암컷,아니오,교통사고로 하체 부자유,2020-05-01
3364,1,경기,개,말티즈,흰,수컷,아니오,사람을 좋아하며 온순함,2020-05-01
3365,0,경기,개,믹스견,검,암컷,아니오,겁이 매우많고 입질이 있음,2020-05-01
3368,1,경기,개,말티즈,흰,수컷,예,사람을 잘 따르고 착함,2020-05-01
3371,1,경기,개,말티즈,흰,수컷,미상,"최근에 미용한 것으로 추정됨, 얌전한 아이",2020-05-01
3375,1,경기,개,코카 스파니엘,황,수컷,아니오,겁이 많고 소심한 아이,2020-05-01
3383,1,경기,개,믹스견,흰,암컷,아니오,어린강아지임,2020-05-01
3384,0,경기,개,믹스견,흰,수컷,아니오,어린강아지임,2020-05-01
3385,1,경기,개,믹스견,흰,수컷,아니오,어린강아지임,2020-05-01
3387,0,경기,개,믹스견,황,암컷,아니오,어린강아지며 겁이많음,2020-05-01
3388,1,경기,개,푸들,황,수컷,예,검정색 목줄착용.온순함,2020-05-01
3395,1,경기,개,푸들,황,수컷,아니오,중성화,2020-05-01
3401,1,경기,개,말티즈,흰,암컷,미상,양측견치 잔존유치. 코 색이 옅은 편. 야윔.,2020-05-01
3402,0,경기,개,잉글리쉬 코카 스파니엘,검,수컷,예,"양측안구 각결막염. 귀,피부병 매우심함. 온순함.",2020-05-01
3403,1,경기,개,푸들,황,암컷,미상,착하고 순함.,2020-05-01
3407,1,경기,개,푸들,황,수컷,미상,내장칩있음,2020-05-01
3411,1,경기,개,말티즈,흰,암컷,미상,양측견치 잔존유치. 코 색이 옅은 편. 야윔.,2020-05-01
3412,0,경기,개,잉글리쉬 코카 스파니엘,검,수컷,예,"양측안구 각결막염. 귀,피부병 매우심함. 온순함.",2020-05-01
3413,1,경기,개,푸들,황,암컷,미상,착하고 순함.,2020-05-01
3417,1,경기,개,푸들,황,수컷,미상,내장칩있음,2020-05-01
3420,1,경기,개,푸들,황,수컷,아니오,발랄함,2020-05-01
3437,0,광주,개,말티즈,흰,암컷,미상,"20-0585 벼리, 배쪽에 종양, 옷착용",2020-05-01
3440,1,광주,개,말티즈,흰,암컷,미상,20-0586 동글,2020-05-01
3441,0,광주,개,말티즈,흰,암컷,미상,20-0580 칭구,2020-05-01
3464,1,대구,개,말티즈,흰,암컷,아니오,회색 옷 입은 상태로 발견,2020-05-01
3471,1,부산,개,골든 리트리버,황,수컷,예,중성화됨,2020-05-01
3478,1,부산,개,포메라니안,흰,암컷,아니오,불량(쇠약),2020-05-01
3479,1,서울,개,포메라니안,황,수컷,아니오,"좌측 귀염증, 좌측 슬개골탈구3기, 구충제복용",2020-05-01
3481,1,서울,개,말티즈,흰,수컷,예,귀끝부분털 고무줄로 묶여있음. 전신미용흔적. 양윗송곳니 유치남음. 얌전함. 꼬리단미안됨.,2020-05-01
3482,1,서울,개,말티즈,흰,수컷,아니오,치석있으며부정교합이고미용되어있으며눈물자국심하고잠복고환임,2020-05-01
3488,1,경북,개,믹스견,검,수컷,아니오,목이 약간 옆으로 기울어져잇슴,2020-04-30
3490,1,서울,개,믹스견,황,암컷,미상,신발끈 목에 감고있음. 양귀반접힘. 얌전함. 꼬리단미안됨. 털때탐.,2020-04-30
3495,1,강원,개,믹스견,흰,수컷,아니오,콧등 점,2020-04-30
3499,1,인천,개,믹스견,흰,수컷,아니오,생후40일령,2020-04-30
3503,1,부산,개,말티즈,흰,수컷,아니오,"중구1-40호, 겁이 많음",2020-04-30
3509,0,울산,개,믹스견,황,암컷,아니오,순함,2020-04-30
3513,1,부산,개,말티즈,흰,수컷,아니오,"중구1-40호, 겁이 많음",2020-04-30
3519,0,울산,개,믹스견,황,암컷,아니오,순함,2020-04-30
3520,1,인천,개,믹스견,흰,수컷,아니오,생후40일령,2020-04-30
3521,1,인천,개,믹스견,흰,암컷,아니오,생후40일령,2020-04-30
3522,1,경남,개,라브라도 리트리버,검,수컷,아니오,J-4-1-52 검정색. 빨간색 목줄+끊어진 체인리드줄.,2020-04-30
3525,1,경남,개,사모예드,흰,암컷,예,순함,2020-04-30
3531,0,전남,개,푸들,황,수컷,미상,"노랑색옷착용,관리안됨,차도를 배회",2020-04-30
3535,0,충남,개,믹스견,황,수컷,아니오,사람을 잘 따름,2020-04-30
3536,0,충남,개,포메라니안,흰,수컷,아니오,순하고 많이 울엇어요.ㅠㅠ .집나온지 조금되어보임,2020-04-30
3538,1,충북,개,그레이트 피레니즈,흰,수컷,미상,"온순,1박2일상근이견종",2020-04-30
3539,1,경기,개,믹스견,황,수컷,아니오,양귀처짐. 양안노란색. 소심함. 도망다님. 사람좋아하는듯. 꼬리단미안됨. 털상태 양호.,2020-04-30
3543,1,경기,개,말티즈,흰,암컷,미상,검+흰체크무늬목걸이/외장형칩. 부정교합. 사람좋아함. 꼬리부위외 짧게미용. 칩있음. 털상태 양호.,2020-04-30
3545,1,경기,개,푸들,황,수컷,예,하트그려진 초록하네스/사자모양가방. 온순함. 생식기쪽 털 뭉침. 꼬리단미안됨. 털상태 양호.,2020-04-30
3547,1,경기,개,믹스견,흰,암컷,아니오,건강함,2020-04-30
3554,0,인천,개,말티즈,흰,암컷,미상,칩내장 되어 있으나 정보조회 안됨/장화미용/젖꼭지 늘어져있음,2020-04-30
3555,0,인천,개,믹스견,흰,암컷,아니오,비교적 양호한것으로 사료됨,2020-04-30
3561,0,대구,개,믹스견,황,수컷,아니오,"교통사고 추정, 의식없음",2020-04-30
3565,1,부산,개,믹스견,황,수컷,아니오,"파란색목줄, 넥칼라착용",2020-04-30
3566,1,부산,개,비숑 프리제,흰,암컷,미상,흰색,2020-04-30
3567,1,부산,개,믹스견,검,수컷,아니오,빨간색리본목줄+리드줄착용,2020-04-30
3572,1,서울,개,푸들,황,수컷,예,형광주황하네스/박스끈. 코초코색. 겁많음. 입질함. 꼬리단미됨. 털상태 양호. 칩있음.,2020-04-30
3574,1,서울,개,말티즈,흰,암컷,미상,눈곱. 코갈색. 귀/꼬리털 길게미용. 사람좋아함. 꼬리단미안됨. 털상태양호.,2020-04-30
3582,0,경남,개,믹스견,검,수컷,아니오,온순함,2020-04-30
3585,0,경남,개,믹스견,흰,암컷,아니오,온순함,2020-04-30
3593,0,전남,개,믹스견,황,수컷,아니오,온순함 겁많음,2020-04-30
3594,0,전남,개,믹스견,검,수컷,아니오,사나움,2020-04-30
3595,1,전북,개,푸들,황,수컷,아니오,관리상태 좋음,2020-04-30
3598,1,전북,개,라브라도 리트리버,검,암컷,예,농로에 빠져 떠내려옴,2020-04-30
3599,0,전북,개,믹스견,황,수컷,아니오,가죽목테착용,2020-04-30
3600,1,충북,개,슈나우져,흰,수컷,예,반환 예정인 화이트 슈나우저 아이입니다~!,2020-04-30
3607,1,경기,개,푸들,검,수컷,아니오,중성화,2020-04-30
3608,1,경기,개,믹스견,검,암컷,아니오,경계함,2020-04-30
3610,1,충북,개,슈나우져,흰,수컷,예,반환 예정인 화이트 슈나우저 아이입니다~!,2020-04-30
3617,1,경기,개,푸들,검,수컷,아니오,중성화,2020-04-30
3618,1,경기,개,믹스견,검,암컷,아니오,경계함,2020-04-30
3625,1,울산,개,믹스견,검,암컷,아니오,온순함,2020-04-30
3635,0,광주,개,믹스견,흰,암컷,미상,"20-0577 초피, 목줄착용, 피부병",2020-04-30
3637,1,광주,개,포메라니안,흰,수컷,아니오,20-0576 포리,2020-04-30
3650,0,충남,개,믹스견,황,암컷,아니오,순한성격,2020-04-29
3652,0,경북,개,진도견,흰,수컷,아니오,온몸에 피가 잇고 입이 부어있슴,2020-04-29
3662,0,경남,개,믹스견,황,수컷,미상,온순 한아이,2020-04-29
3665,0,강원,개,믹스견,황,암컷,아니오,"피부,탈모",2020-04-29
3666,0,강원,개,믹스견,검,암컷,아니오,"피부,탈모",2020-04-29
3667,0,강원,개,믹스견,검,암컷,아니오,"피부, 가슴라인 흰색",2020-04-29
3668,1,강원,개,시바,황,수컷,아니오,목줄착용,2020-04-29
3686,0,경남,개,믹스견,흰,암컷,미상,"589, 목줄착용(형광칼라)",2020-04-29
3693,0,전북,개,믹스견,흰,수컷,아니오,발발이믹스개이며 차에치여많이다처있음,2020-04-29
3695,1,전북,개,믹스견,흰,암컷,아니오,생후45일정도 아주작고이쁘게생겼음,2020-04-29
3706,0,제주,개,믹스견,황,수컷,아니오,"(개체번호)2272, 경계심있음",2020-04-29
3708,0,제주,개,믹스견,흰,암컷,미상,"(개체번호)2269, 목상처",2020-04-29
3709,1,제주,개,믹스견,흰,수컷,아니오,"(개체번호)2268, 심장사상충",2020-04-29
3716,0,제주,개,믹스견,황,수컷,아니오,"(개체번호)2272, 경계심있음",2020-04-29
3718,0,제주,개,믹스견,흰,암컷,미상,"(개체번호)2269, 목상처",2020-04-29
3719,1,제주,개,믹스견,흰,수컷,아니오,"(개체번호)2268, 심장사상충",2020-04-29
3720,0,제주,개,믹스견,흰,수컷,아니오,"(개체번호)2267, 파란목줄",2020-04-29
3721,1,제주,개,푸들,황,수컷,아니오,"(개체번호)2266, 임시보호",2020-04-29
3722,0,제주,개,믹스견,황,암컷,미상,"(개체번호)2665, 생후 6개월",2020-04-29
3723,0,제주,개,믹스견,흰,암컷,미상,"(개체번호)2664, 심장사상충 양성",2020-04-29
3724,0,제주,개,믹스견,흰,암컷,미상,"(개체번호)2663, 빨간색 목줄 착용",2020-04-29
3725,0,제주,개,믹스견,흰,암컷,아니오,"(개체번호)2661, 생후2개월",2020-04-29
3726,0,제주,개,믹스견,흰,암컷,아니오,"(개체번호)2660, 생후2개월",2020-04-29
3727,0,제주,개,믹스견,흰,수컷,아니오,"(개체번호)2259, 생후2개월",2020-04-29
3728,1,경남,개,푸들,흰,수컷,아니오,J-4-1-50 흰색. 배털이 많이 뭉쳐있음. 유치가 있음. 말티푸추정,2020-04-29
3729,1,경남,개,비숑 프리제,흰,암컷,예,J-4-1-49 흰색. 내장칩은 있으나 미등록상태라 조회가 안됨.,2020-04-29
3730,0,경남,개,믹스견,흰,암컷,아니오,J-4-1-48 흰색. 피부병. 겁이 많음. 대형포획틀에 잡힘.,2020-04-29
3737,1,전남,개,믹스견,흰,암컷,미상,"젖먹이자견,건강하고 귀여움,3주령추정",2020-04-29
3740,1,전남,개,믹스견,흰,암컷,미상,"임신(만삭추정),순하고 잘따름",2020-04-29
3741,0,전남,개,믹스견,흰,수컷,미상,"겁많음,산책로배회",2020-04-29
3747,0,충남,개,믹스견,흰,암컷,아니오,"겁이 많음, 피부병",2020-04-29
3748,0,충남,개,믹스견,흰,암컷,아니오,"파란 목줄 착용, 옴 진드기 피부병, 가려움증, 탈모",2020-04-29
3750,1,충남,개,푸들,검,수컷,아니오,털상태깨끗.,2020-04-29
3752,1,충남,개,삽살개,흰,수컷,미상,얼굴부분 가위컷.온순함 혓바닥에 검은반점,2020-04-29
3755,1,충북,개,믹스견,황,수컷,아니오,미용을 한 것으로 보임.,2020-04-29
3758,1,경기,개,믹스견,흰,수컷,아니오,말티혼종추정. 보라색목줄/매너벨트착용. 양눈눈물자국약간. 계속낑낑거림. 꼬리단미안됨. 털상태양호.,2020-04-29
3759,1,경기,개,믹스견,흰,수컷,아니오,파란바탕+노란줄목걸이. 코분홍. 다가가면 이빨드러냄. 경계함. 소심함. 꼬리단미안됨. 털때탐.,2020-04-29
3760,1,경기,개,푸들,황,암컷,미상,수액/요도카테터달고있음.눈곱심함.얼굴쪽털밀려있음.혈뇨심함.척추골절.얌전함.기력없음.꼬리단미됨.,2020-04-29
3766,1,경기,개,푸들,황,수컷,아니오,코검정. 털뭉침. 피부질환. 꼬리길게단미. 사람따름. 털상태불량.,2020-04-29
3767,1,경기,개,믹스견,흰,수컷,예,양귀처짐. 코검정. 꼬리털길게미용. 사람따름.,2020-04-29
3769,1,경기,개,말티즈,흰,암컷,아니오,전지 탈색,2020-04-29
3776,1,인천,개,말티즈,흰,암컷,미상,"눈주위,발갈변/유선종양",2020-04-29
3778,0,인천,개,진도견,흰,수컷,아니오,온순함/잠복고환,2020-04-29
3786,0,부산,개,믹스견,황,암컷,미상,갈색,2020-04-29
3788,1,부산,개,믹스견,검,수컷,미상,"검정&옐로,진 칼라옷 착용",2020-04-29
3798,1,서울,개,푸들,황,수컷,아니오,꼬리길게단미. 얌전함. 털상태양호.,2020-04-29
3809,0,전남,개,믹스견,흰,수컷,아니오,"종합백신,코로나장염백신,에드보킷",2020-04-29
3819,0,전남,개,믹스견,흰,수컷,아니오,"종합백신,코로나장염백신,에드보킷",2020-04-29
3820,0,전남,개,믹스견,흰,암컷,아니오,"종합백신,코로나장염백신,에드보킷",2020-04-29
3822,0,전남,개,믹스견,황,암컷,아니오,"종합백신,코로나장염백신,레불루션",2020-04-29
3823,1,전남,개,믹스견,흰,암컷,아니오,"기본접종,코로나장염백신,레볼루션,프론트라인,",2020-04-29
3824,1,전남,개,믹스견,황,암컷,아니오,사람을 잘따름,2020-04-29
3825,1,전남,개,웰시 코기 펨브로크,황,수컷,아니오,꼬리단미,2020-04-29
3829,0,경기,개,믹스견,흰,암컷,미상,양귀 갈색.성격소심,2020-04-29
3837,0,세종,개,믹스견,검,암컷,아니오,약 2.5개월령. 진도 믹스견,2020-04-29
3838,0,세종,개,믹스견,황,수컷,아니오,약 2.5개월령. 진도 믹스견 새끼,2020-04-29
3839,0,세종,개,믹스견,흰,수컷,아니오,약 2.5개월령. 진도 믹스견,2020-04-29
3840,0,세종,개,믹스견,황,암컷,아니오,약 2.5개월령. 진도 믹스견,2020-04-29
3841,0,제주,개,믹스견,황,암컷,미상,(개체관리번호2249)빨간목줄 착용,2020-04-29
3842,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2239)생후3개월,2020-04-29
3845,1,경남,개,믹스견,검,수컷,아니오,온순함,2020-04-29
3846,1,경남,개,믹스견,황,암컷,아니오,매우 온순함,2020-04-29
